Entry Name,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
HFL1_YEAST,1,0,3
RL1D1_YEAST,3,1,4
T2EB_YEAST,2,1,3
PAM17_YEAST,2,0,4
RNZ_YEAST,2,2,3
TVP38_YEAST,2,0,2
PXL1_YEAST,2,2,7
SRL3_YEAST,2,2,2
ESL2_YEAST,1,2,4
SKG1_YEAST,1,0,4
GEX2_YEAST,3,3,4
JNM1_YEAST,4,1,5
RM03_YEAST,2,3,3
RM04_YEAST,1,1,3
RM07_YEAST,2,2,4
RM10_YEAST,1,1,3
RM11_YEAST,2,1,3
RM15_YEAST,2,2,3
RM24_YEAST,1,1,3
RM27_YEAST,2,1,3
RM28_YEAST,1,1,3
RM17_YEAST,1,1,3
RM37_YEAST,2,1,3
RM39_YEAST,1,1,3
FRM2_YEAST,3,1,2
SOL2_YEAST,3,1,2
GLYC_YEAST,4,2,4
APE3_YEAST,2,3,1
AAP1_YEAST,3,4,4
RM16_YEAST,1,2,3
AP2A_YEAST,2,1,2
RIB1_YEAST,1,4,2
UGA2_YEAST,3,3,1
GLRX7_YEAST,3,4,8
SCO2_YEAST,4,2,3
NRG2_YEAST,6,4,3
AGP2_YEAST,3,1,5
ADH5_YEAST,3,2,2
TBS1_YEAST,1,3,5
PANB_YEAST,1,2,1
PCH2_YEAST,3,2,3
RIM2_YEAST,6,1,2
KTR4_YEAST,4,2,3
PPS1_YEAST,2,3,1
MAL32_YEAST,2,5,1
MIX23_YEAST,2,0,3
SRO77_YEAST,2,3,3
SEA4_YEAST,3,0,3
SFT2_YEAST,2,0,3
RT21_YEAST,2,1,3
ALG3_YEAST,2,1,2
UBP13_YEAST,3,1,2
PP4R2_YEAST,2,1,3
FUI1_YEAST,3,2,3
SHE1_YEAST,3,1,5
RRN10_YEAST,2,2,3
RFT1_YEAST,3,2,2
LDB7_YEAST,3,0,2
POA1_YEAST,2,2,0
OLA1_YEAST,1,5,2
FIG1_YEAST,3,0,4
CST26_YEAST,2,1,3
SLT11_YEAST,1,2,4
TTL_YEAST,1,3,2
FES1_YEAST,2,1,2
BMT2_YEAST,0,2,1
SP381_YEAST,2,1,4
TOS1_YEAST,1,1,4
UMP1_YEAST,4,0,2
MBA1_YEAST,3,2,2
NTC20_YEAST,1,0,2
SDS24_YEAST,4,1,2
YBP1_YEAST,2,2,1
SWC5_YEAST,2,0,4
YB92_YEAST,1,3,2
SHG1_YEAST,2,0,3
EFM2_YEAST,2,2,1
UBX7_YEAST,3,0,2
SUL1_YEAST,2,2,1
YGP1_YEAST,1,0,1
KPR2_YEAST,4,4,2
RCK1_YEAST,3,6,1
GUAA_YEAST,2,3,1
GLO3_YEAST,4,2,3
SRP68_YEAST,2,3,4
PPX1_YEAST,1,3,1
STB5_YEAST,4,4,1
SYSM_YEAST,1,3,3
ARN2_YEAST,4,1,5
YHE4_YEAST,0,0,1
VMR1_YEAST,3,4,2
ECM29_YEAST,2,2,3
ETP1_YEAST,3,4,1
YAP3_YEAST,1,4,3
SHU1_YEAST,5,0,3
TCD1_YEAST,1,3,2
MIP6_YEAST,4,4,5
NEL1_YEAST,2,2,4
BCD1_YEAST,5,2,3
DOG2_YEAST,1,3,2
FSH1_YEAST,1,3,2
FYV4_YEAST,1,1,3
SSF1_YEAST,3,1,2
DHYS_YEAST,1,1,1
PCL5_YEAST,4,2,2
NADE_YEAST,1,3,2
PPME1_YEAST,1,2,1
NMD2_YEAST,4,1,2
GEP4_YEAST,1,1,3
BIG1_YEAST,3,0,2
TRXB2_YEAST,3,1,2
CTM1_YEAST,1,2,1
COX23_YEAST,1,0,3
NSG1_YEAST,1,1,5
CRP1_YEAST,1,2,4
LAM1_YEAST,1,0,7
SOL3_YEAST,2,1,3
MTG2_YEAST,1,4,2
CTR2_YEAST,3,1,2
FMO1_YEAST,1,4,2
SSP1_YEAST,3,0,2
CTF8_YEAST,4,1,1
MDM31_YEAST,4,0,2
CRG1_YEAST,2,3,1
SPP41_YEAST,1,0,2
CYC2_YEAST,1,1,2
SHU2_YEAST,5,0,3
TVP23_YEAST,2,0,2
VTC5_YEAST,6,0,2
PUR4_YEAST,3,3,1
SRP14_YEAST,3,2,2
ASPG1_YEAST,1,1,2
GGC1_YEAST,4,1,2
LYS9_YEAST,1,2,2
SHC1_YEAST,3,1,2
TCPB_YEAST,2,4,2
TCPG_YEAST,2,4,1
TCPD_YEAST,2,4,1
TCPZ_YEAST,2,4,1
XDJ1_YEAST,3,5,4
COX14_YEAST,3,0,4
MNN1_YEAST,2,1,2
CAT8_YEAST,5,3,2
LAA1_YEAST,5,0,4
PHO90_YEAST,4,1,2
SOP4_YEAST,2,0,3
UIP3_YEAST,0,0,4
KTD1_YEAST,0,0,3
RRF2M_YEAST,4,2,2
PES4_YEAST,4,3,5
MET10_YEAST,3,4,3
FLO9_YEAST,2,1,3
BDH2_YEAST,1,4,2
ECM1_YEAST,1,0,4
BOL3_YEAST,3,0,3
GIP4_YEAST,1,2,1
HPH2_YEAST,3,0,2
SAW1_YEAST,1,2,2
HXT13_YEAST,4,4,2
PTI1_YEAST,5,1,3
STL1_YEAST,2,2,4
TF3A_YEAST,2,6,2
RS26A_YEAST,4,2,3
RS26B_YEAST,4,2,3
YEA6_YEAST,2,1,2
SAHH_YEAST,5,1,2
ACA1_YEAST,2,4,1
SIT1_YEAST,3,2,6
SDD1_YEAST,0,0,0
HSP7E_YEAST,4,6,3
BUD16_YEAST,3,3,3
PXP1_YEAST,1,4,3
VAB2_YEAST,2,0,4
YEA4_YEAST,4,2,3
PFD2_YEAST,2,3,2
NOP16_YEAST,2,0,3
PPOX_YEAST,2,1,2
YAT2_YEAST,3,1,2
CHZ1_YEAST,1,1,1
FIR1_YEAST,2,0,1
EDC2_YEAST,4,1,3
PHM8_YEAST,5,2,2
KRE29_YEAST,5,1,4
MSRA_YEAST,1,2,2
ERG28_YEAST,1,1,2
SPO73_YEAST,3,0,2
RSM18_YEAST,2,2,3
PIC2_YEAST,4,2,2
PCL6_YEAST,4,2,3
THO1_YEAST,3,3,1
RGI1_YEAST,1,0,4
TDA2_YEAST,2,0,4
ICP55_YEAST,3,3,3
TMN3_YEAST,6,0,3
AVT6_YEAST,3,7,2
DSE1_YEAST,4,1,1
LCP5_YEAST,4,0,4
VFA1_YEAST,2,1,2
TAPT1_YEAST,1,0,4
FTR1_YEAST,3,2,2
SPI1_YEAST,2,1,4
FTHC_YEAST,2,2,1
YRF12_YEAST,1,4,2
IES2_YEAST,3,1,2
NNRE_YEAST,1,4,2
YNT4_YEAST,5,0,6
MMF1_YEAST,2,1,3
ERG29_YEAST,3,0,4
RL13B_YEAST,2,2,2
MEP1_YEAST,2,1,2
TOK1_YEAST,3,4,3
CYB5_YEAST,1,3,3
NACB2_YEAST,3,1,4
PPAL_YEAST,1,2,2
ALG5_YEAST,1,1,1
ALG8_YEAST,2,1,2
SFGH_YEAST,1,3,1
DLS1_YEAST,5,1,3
TCPE_YEAST,2,4,1
6P21_YEAST,2,2,2
CSS1_YEAST,3,1,6
YIQ6_YEAST,5,4,3
COA1_YEAST,1,0,3
PANC_YEAST,1,2,2
ASG1_YEAST,2,3,1
TAO3_YEAST,3,0,6
POG1_YEAST,4,1,2
QDR2_YEAST,4,4,2
QDR1_YEAST,2,2,2
VDAC2_YEAST,3,3,3
HOS4_YEAST,4,0,2
HPM1_YEAST,3,2,2
SHQ1_YEAST,1,1,4
BMT5_YEAST,1,2,3
ICE2_YEAST,6,1,4
KTR7_YEAST,4,2,2
CSN11_YEAST,3,0,3
MAM33_YEAST,3,1,2
EFM4_YEAST,2,1,1
YRB2_YEAST,3,1,4
ARPC5_YEAST,5,3,4
VHR1_YEAST,3,2,2
SYG1_YEAST,3,2,5
APQ12_YEAST,3,0,5
MNT3_YEAST,1,1,3
PDR11_YEAST,1,4,2
TIR3_YEAST,1,1,5
PSMD9_YEAST,1,0,3
EGH1_YEAST,2,1,3
MSL1_YEAST,2,1,4
YAP5_YEAST,3,2,3
INA22_YEAST,1,0,4
MGA2_YEAST,7,0,3
BZRD_YEAST,0,2,1
GST1_YEAST,1,2,6
YPS6_YEAST,2,1,4
SA185_YEAST,4,2,3
RN49_YEAST,1,1,3
IMA5_YEAST,3,5,0
HXT9_YEAST,2,5,3
HXT8_YEAST,2,4,2
VTH2_YEAST,3,2,4
OPT1_YEAST,3,1,1
PAC11_YEAST,4,2,3
MSH4_YEAST,1,3,3
LYS14_YEAST,3,6,1
PMP2_YEAST,1,1,4
HUL4_YEAST,2,2,2
CDC1_YEAST,3,2,2
RS29A_YEAST,1,2,2
RS29B_YEAST,1,2,2
SYS1_YEAST,3,0,3
CDC91_YEAST,3,0,3
IAH1_YEAST,2,1,0
VMA21_YEAST,1,0,4
TRM6_YEAST,1,1,2
BAP3_YEAST,3,1,3
CUP9_YEAST,4,4,1
GLC8_YEAST,4,2,2
DIM1_YEAST,3,3,4
PTE1_YEAST,4,2,3
MAF1_YEAST,1,1,3
ERFD_YEAST,1,0,3
SSU1_YEAST,1,1,3
MPG1_YEAST,3,2,1
XKS1_YEAST,3,2,2
HXT14_YEAST,2,2,4
PFS2_YEAST,3,0,2
SKP2_YEAST,3,1,2
KRI1_YEAST,1,0,2
RT18_YEAST,2,1,3
SLS1_YEAST,2,0,4
PMT6_YEAST,2,1,2
YCH1_YEAST,0,3,2
TDA10_YEAST,1,2,2
GZF3_YEAST,4,4,1
GSM1_YEAST,3,5,1
NSE4_YEAST,5,0,3
SNO3_YEAST,3,2,2
SNZ3_YEAST,4,2,0
AQY3_YEAST,3,2,2
DAK2_YEAST,4,3,1
ZNF1_YEAST,2,3,1
ALR2_YEAST,4,2,2
SWP82_YEAST,2,1,5
RGD2_YEAST,2,1,6
LAM5_YEAST,1,2,8
CAK1_YEAST,5,5,2
CAF16_YEAST,1,2,3
GAT1_YEAST,4,5,2
GNA1_YEAST,1,1,2
IES1_YEAST,3,0,3
HXT10_YEAST,2,5,4
WWM1_YEAST,1,0,3
SAD1_YEAST,3,2,3
YFH7_YEAST,1,3,1
FAR7_YEAST,3,0,4
IOC3_YEAST,3,0,2
PTR3_YEAST,1,0,1
IRC5_YEAST,2,6,1
KEG1_YEAST,3,0,2
NADC_YEAST,3,1,2
METC_YEAST,4,2,0
CHA4_YEAST,3,4,1
MHP1_YEAST,2,1,3
FIP1_YEAST,2,1,2
TBCC_YEAST,3,3,2
FAR3_YEAST,3,0,5
YAR1_YEAST,5,1,4
RS10B_YEAST,5,2,2
SNG1_YEAST,3,0,4
SIP4_YEAST,4,5,1
PHO86_YEAST,4,1,2
GPI2_YEAST,2,1,3
SPC1_YEAST,2,0,3
RPE_YEAST,3,2,1
NMD5_YEAST,1,2,5
RSF2_YEAST,3,4,3
MNN5_YEAST,3,1,1
PFD1_YEAST,3,2,2
TOH1_YEAST,1,1,5
ALB1_YEAST,1,0,2
TAX4_YEAST,4,0,1
IML2_YEAST,1,0,4
BTN1_YEAST,3,0,3
IKS1_YEAST,1,4,2
SDHX_YEAST,3,3,3
LOH1_YEAST,2,0,2
IRC18_YEAST,1,0,2
TCPQ_YEAST,2,4,2
GPI14_YEAST,3,2,3
DENR_YEAST,4,3,3
MTNB_YEAST,2,2,2
URB2_YEAST,4,0,2
ARP3_YEAST,3,2,4
YAE1_YEAST,1,0,3
MOG1_YEAST,2,2,1
I23O_YEAST,2,4,1
EMC2_YEAST,4,0,3
JSN1_YEAST,3,2,4
YJ66_YEAST,3,2,3
DPH4_YEAST,1,1,2
YMR1_YEAST,1,2,2
RT07_YEAST,3,3,4
VPS70_YEAST,2,4,2
TTI2_YEAST,7,0,3
DAN4_YEAST,1,1,5
PGLR_YEAST,2,1,1
HXT16_YEAST,4,4,2
ALDH2_YEAST,3,1,1
TEA1_YEAST,1,4,2
GCST_YEAST,3,2,2
SNAPN_YEAST,2,0,2
NOL10_YEAST,2,0,3
GTO1_YEAST,1,2,2
ASK10_YEAST,3,1,1
PFD3_YEAST,3,1,2
GYP7_YEAST,2,1,3
SYEM_YEAST,3,4,2
SYYM_YEAST,2,3,3
PALH_YEAST,6,0,2
PUS4_YEAST,2,3,2
HOSC_YEAST,2,2,2
RS12_YEAST,5,1,3
TBCA_YEAST,3,2,3
RFX1_YEAST,3,3,2
ASNS1_YEAST,3,2,2
ASNS2_YEAST,3,2,2
RL38_YEAST,2,1,3
LYS4_YEAST,1,3,1
NIT3_YEAST,4,2,2
PRP24_YEAST,3,3,4
CCH1_YEAST,2,4,2
AZR1_YEAST,2,2,2
PSD10_YEAST,1,2,2
PSP2_YEAST,1,2,4
MUP1_YEAST,5,2,3
BIOA_YEAST,1,3,1
SOL1_YEAST,3,1,3
MRK1_YEAST,4,5,2
PSP1_YEAST,0,1,3
AVT4_YEAST,2,3,4
OCA1_YEAST,2,2,1
RL9B_YEAST,1,2,2
PDR10_YEAST,2,4,3
SHE4_YEAST,4,3,1
RL4P_YEAST,1,1,3
UBC11_YEAST,4,3,2
PMT5_YEAST,3,1,4
CWC23_YEAST,1,0,3
ALAT_YEAST,2,2,2
ALAM_YEAST,3,2,2
NBP1_YEAST,2,1,3
AIF1_YEAST,3,3,4
MNT2_YEAST,1,1,4
BRR6_YEAST,4,1,4
TAD1_YEAST,2,4,2
MTO1_YEAST,2,1,2
EMC4_YEAST,4,0,2
SHE10_YEAST,1,0,3
EDC1_YEAST,4,1,3
MDS3_YEAST,6,0,3
STR3_YEAST,3,3,3
MND1_YEAST,4,2,3
YRB30_YEAST,1,2,2
YIP5_YEAST,1,1,2
ARI1_YEAST,0,3,2
FLC3_YEAST,4,1,4
MRM2_YEAST,2,1,1
PCL10_YEAST,4,2,3
ITC1_YEAST,5,0,3
MTHR2_YEAST,2,3,1
NSA1_YEAST,2,0,3
LCL3_YEAST,0,2,2
KXD1_YEAST,2,0,2
PUS2_YEAST,2,3,2
YBP2_YEAST,2,0,2
PRM8_YEAST,1,0,2
TYW3_YEAST,3,1,1
PALF_YEAST,2,2,4
VIR_YEAST,2,0,5
HOP2_YEAST,4,2,2
CGR1_YEAST,2,0,3
SCW11_YEAST,2,1,4
ERP6_YEAST,3,1,7
MCY1_YEAST,1,1,3
MTL1_YEAST,4,0,2
TIM21_YEAST,2,0,3
RL26B_YEAST,2,2,2
BUD9_YEAST,1,0,2
TAL2_YEAST,3,1,2
FMP48_YEAST,2,5,4
EIF2A_YEAST,2,4,2
LST7_YEAST,2,1,4
COX18_YEAST,2,1,1
ART5_YEAST,1,2,3
ENV11_YEAST,3,2,2
GYP2_YEAST,0,2,2
GATF_YEAST,2,2,3
VSB1_YEAST,1,1,3
CF130_YEAST,2,0,3
TPO2_YEAST,2,2,3
RBG2_YEAST,2,2,1
GPI1_YEAST,2,1,3
SUCB_YEAST,3,3,3
SDA1_YEAST,4,0,2
MTM1_YEAST,3,1,2
TNA1_YEAST,2,2,4
REXO1_YEAST,4,4,1
COAD_YEAST,1,3,3
CWC22_YEAST,1,1,3
ERV29_YEAST,2,1,4
MAL12_YEAST,2,5,1
DIP5_YEAST,2,2,5
HOL1_YEAST,4,4,4
MEP3_YEAST,2,1,2
RRN9_YEAST,2,2,3
COPZ_YEAST,3,0,2
ARE2_YEAST,1,1,2
HXT17_YEAST,4,4,3
NRM1_YEAST,2,1,3
BUD17_YEAST,3,3,3
RT12_YEAST,2,1,4
PDR18_YEAST,3,3,3
YRF16_YEAST,1,4,2
SNO2_YEAST,3,2,2
SNZ2_YEAST,5,3,0
CUS2_YEAST,3,2,4
HCH1_YEAST,1,2,3
CA120_YEAST,1,1,3
GIS2_YEAST,1,5,3
TEX1_YEAST,2,1,3
SYC_YEAST,1,4,3
BNI4_YEAST,3,1,5
ELOA1_YEAST,3,0,4
JJJ1_YEAST,5,2,4
RM19_YEAST,2,2,3
RM22_YEAST,2,1,3
FMP41_YEAST,1,3,1
PGA2_YEAST,1,0,4
TEP1_YEAST,4,2,5
RN35_YEAST,1,1,4
CARME_YEAST,2,2,0
SWS2_YEAST,1,2,5
EOS1_YEAST,2,0,2
MTQ1_YEAST,2,3,1
ARP5_YEAST,3,1,3
SFB2_YEAST,2,3,4
KTR5_YEAST,3,2,3
FAP1_YEAST,2,3,2
IDHH_YEAST,5,3,3
ALDH3_YEAST,3,1,1
DAK1_YEAST,4,3,2
ERG13_YEAST,3,1,2
PROA_YEAST,2,2,3
ORN_YEAST,4,3,1
RL22B_YEAST,1,2,2
TIM8_YEAST,1,2,4
CACM_YEAST,2,2,2
ATP19_YEAST,3,0,3
PMP3_YEAST,2,4,2
SAE3_YEAST,5,0,4
TMA20_YEAST,3,1,2
PRP38_YEAST,2,0,4
RT23_YEAST,1,3,3
PTA1_YEAST,3,0,2
AATM_YEAST,6,2,2
MDM1_YEAST,3,2,5
ADPP_YEAST,2,2,4
KAPS_YEAST,7,2,1
NAA35_YEAST,2,0,3
RM13_YEAST,1,1,3
TOF2_YEAST,5,2,2
HAP5_YEAST,5,3,2
SPP2_YEAST,1,2,2
CUS1_YEAST,3,1,7
TRM44_YEAST,2,2,2
TO6BL_YEAST,2,0,1
RL21A_YEAST,1,1,2
CWC27_YEAST,3,1,3
LPE10_YEAST,1,1,1
LGE1_YEAST,3,1,1
SEN54_YEAST,1,0,4
MUK1_YEAST,3,3,3
FMP30_YEAST,3,2,3
MCFS1_YEAST,2,5,0
KA120_YEAST,1,3,4
PEX25_YEAST,4,0,2
GDE1_YEAST,1,2,1
RRN5_YEAST,3,1,3
GIP3_YEAST,1,2,3
ODC1_YEAST,6,4,2
SVL3_YEAST,1,0,6
YMY9_YEAST,1,2,2
SRT1_YEAST,2,2,4
EAR1_YEAST,1,1,4
ECM5_YEAST,6,2,4
CTL1_YEAST,1,2,3
RT17_YEAST,2,2,3
FCP1_YEAST,1,3,2
HEH2_YEAST,1,1,3
PFA5_YEAST,2,2,4
PKH3_YEAST,3,5,0
SDC1_YEAST,1,0,3
UGO1_YEAST,3,0,2
PRP3_YEAST,3,0,5
PEX29_YEAST,2,0,3
CWC21_YEAST,1,0,2
MZM1_YEAST,1,1,2
RSM28_YEAST,2,1,3
RCR2_YEAST,2,1,5
RCE1_YEAST,3,1,2
LIP1_YEAST,1,0,4
ESC1_YEAST,2,0,2
INP1_YEAST,1,1,2
SRC1_YEAST,4,1,3
NSE5_YEAST,5,1,3
NAB6_YEAST,2,2,2
TAF8_YEAST,2,0,2
EKI1_YEAST,3,3,1
SSY1_YEAST,2,1,3
CWC15_YEAST,2,1,3
PRP42_YEAST,2,1,5
SNU56_YEAST,2,1,5
RIM13_YEAST,2,2,0
INP2_YEAST,1,1,2
MME1_YEAST,2,1,1
TVP15_YEAST,1,1,1
RUB1_YEAST,3,2,1
YAP6_YEAST,2,3,1
HED1_YEAST,5,1,1
RAV2_YEAST,4,0,3
CSN9_YEAST,6,0,3
PLP1_YEAST,4,1,1
UPS3_YEAST,2,1,3
RRP17_YEAST,2,3,3
ARO80_YEAST,6,3,1
KFA_YEAST,4,1,0
LCMT1_YEAST,3,1,0
YHP1_YEAST,4,3,2
SHE9_YEAST,2,0,2
SMP3_YEAST,2,1,2
PDR15_YEAST,2,4,2
TR120_YEAST,3,0,4
IOC4_YEAST,4,0,3
SEG1_YEAST,1,0,4
YMX7_YEAST,1,1,0
BUD22_YEAST,2,0,3
CSI1_YEAST,5,0,3
URC2_YEAST,4,3,2
AGE1_YEAST,3,3,3
FIT1_YEAST,1,1,4
YM04_YEAST,2,3,3
TDA9_YEAST,2,4,2
ARP10_YEAST,3,2,6
TMN2_YEAST,6,0,2
COG8_YEAST,3,0,3
SMA2_YEAST,2,0,5
SEN15_YEAST,1,1,3
GSF2_YEAST,2,1,4
RRN11_YEAST,1,3,3
RNH1_YEAST,2,3,2
NAA40_YEAST,1,3,2
DAL4_YEAST,4,2,2
SNO4_YEAST,2,1,2
CRF1_YEAST,2,2,3
IVY1_YEAST,1,2,2
COX20_YEAST,2,1,2
DYN3_YEAST,3,0,3
FKS3_YEAST,3,1,5
SPC2_YEAST,3,0,3
TRI1_YEAST,2,1,4
FAR8_YEAST,3,0,4
RSF1_YEAST,3,0,2
EIS1_YEAST,1,0,5
RCH1_YEAST,2,1,3
RQC1_YEAST,2,2,2
MRX8_YEAST,2,3,2
SYRC_YEAST,2,3,2
PAL1_YEAST,1,0,7
NSE3_YEAST,5,0,4
RT103_YEAST,2,3,3
DON1_YEAST,3,2,3
RNH2B_YEAST,2,0,2
FUS2_YEAST,5,1,4
POC1_YEAST,1,0,1
PNPH_YEAST,4,3,1
CRR1_YEAST,4,3,3
COA4_YEAST,2,0,4
EFM7_YEAST,3,3,1
COQ11_YEAST,1,1,1
PUR8_YEAST,3,2,1
DCR2_YEAST,2,3,1
GLRX8_YEAST,0,1,1
RSA3_YEAST,2,0,3
UCC1_YEAST,2,1,1
THI7_YEAST,3,3,2
FAR10_YEAST,3,0,4
LIPB_YEAST,1,2,1
BL1S1_YEAST,2,0,2
RM51_YEAST,3,1,3
SN309_YEAST,1,0,2
ISR1_YEAST,2,5,3
RPN7_YEAST,2,1,4
GLD1_YEAST,2,0,3
YL345_YEAST,3,3,2
PDR8_YEAST,3,3,2
NKP2_YEAST,4,0,3
PEX30_YEAST,3,1,6
FMP27_YEAST,0,0,6
GMC2_YEAST,7,0,3
RIF2_YEAST,3,1,2
SHH4_YEAST,2,3,3
PUS5_YEAST,3,4,1
SEC10_YEAST,4,0,3
SKG3_YEAST,1,1,5
YPS7_YEAST,2,1,5
BL1S4_YEAST,2,0,3
GGA1_YEAST,3,2,2
BCP1_YEAST,2,1,2
CHI2_YEAST,3,4,2
ATPK_YEAST,2,0,3
RGA2_YEAST,2,3,2
TUS1_YEAST,3,1,2
TDA5_YEAST,1,1,3
MAG2_YEAST,3,3,2
TPO3_YEAST,2,2,3
ANT1_YEAST,5,3,2
RRP15_YEAST,4,0,3
URN1_YEAST,1,2,4
CSC1_YEAST,1,1,3
MCP2_YEAST,2,0,3
NDE1_YEAST,2,1,4
RHC31_YEAST,2,1,4
CFT1_YEAST,3,1,3
IPK1_YEAST,3,2,1
OMS1_YEAST,1,2,3
TSR2_YEAST,2,1,2
RM35_YEAST,2,1,3
UBX5_YEAST,1,1,2
IRC3_YEAST,3,5,2
CDA1_YEAST,3,3,1
REH1_YEAST,1,1,2
MRL1_YEAST,2,1,4
DIB1_YEAST,1,0,4
ASR1_YEAST,3,2,2
RDS3_YEAST,4,0,5
RAF_YEAST,2,0,1
PUN1_YEAST,1,0,6
SYO1_YEAST,2,1,2
NDH2_YEAST,2,3,2
TRM3_YEAST,3,3,1
S2538_YEAST,2,1,2
EXP1_YEAST,0,0,5
NOP6_YEAST,2,2,3
GUAD_YEAST,2,2,2
LMO1_YEAST,3,0,3
RIX7_YEAST,3,3,3
TEN1_YEAST,5,3,2
PSR2_YEAST,5,1,3
POC3_YEAST,3,0,3
RSC58_YEAST,4,0,3
MLH2_YEAST,3,4,3
XYL2_YEAST,4,3,0
RFU1_YEAST,2,2,1
ESC8_YEAST,2,0,2
MIM1_YEAST,2,0,1
SIL1_YEAST,1,1,2
RRT8_YEAST,1,0,3
DSC2_YEAST,2,0,3
REXO4_YEAST,2,3,2
ALR1_YEAST,3,2,2
GAS4_YEAST,3,1,4
NOP8_YEAST,2,2,2
IMA2_YEAST,3,5,0
ENB1_YEAST,3,2,7
AUS1_YEAST,1,3,3
SLD7_YEAST,2,0,7
MSA1_YEAST,3,0,2
NRT1_YEAST,4,3,1
IES4_YEAST,5,0,2
THI72_YEAST,3,2,3
PEX27_YEAST,3,0,2
GEP3_YEAST,1,1,2
SRL1_YEAST,2,0,7
GPN2_YEAST,2,2,1
HRK1_YEAST,2,5,1
RDL2_YEAST,1,1,1
RS10A_YEAST,4,2,2
MCH5_YEAST,1,2,1
SOG2_YEAST,3,0,4
ETFD_YEAST,1,3,2
SCP1_YEAST,1,2,2
AMF1_YEAST,1,1,3
FIT2_YEAST,1,0,5
FRE5_YEAST,3,3,2
FDH1_YEAST,1,3,1
FEX1_YEAST,1,1,2
HSP33_YEAST,3,2,2
GUP2_YEAST,3,2,3
YP191_YEAST,2,3,3
OXR1_YEAST,3,0,3
RKM1_YEAST,2,1,2
RU2A_YEAST,2,1,5
PCL8_YEAST,4,2,3
CUB1_YEAST,0,0,2
ACM1_YEAST,2,1,2
FEX2_YEAST,1,1,2
YP204_YEAST,1,4,1
TMA46_YEAST,1,2,2
ALG6_YEAST,3,2,2
TFB4_YEAST,4,1,3
PMG2_YEAST,1,1,1
AKR2_YEAST,0,2,4
DSC3_YEAST,4,0,5
VPS68_YEAST,2,0,3
EMC10_YEAST,1,0,2
AP1G1_YEAST,3,2,3
FSF1_YEAST,4,3,2
ACEB_YEAST,1,2,2
SLF1_YEAST,3,2,3
FCF2_YEAST,4,0,2
THP3_YEAST,1,0,2
ISU2_YEAST,3,2,2
NUR1_YEAST,2,0,2
ATX2_YEAST,2,2,5
PUS9_YEAST,2,3,3
IOC2_YEAST,3,0,2
SPEE_YEAST,2,1,3
SMF3_YEAST,5,4,2
MLH3_YEAST,3,4,3
DAS2_YEAST,3,3,2
DIN7_YEAST,4,4,2
REXO3_YEAST,3,4,2
GNT1_YEAST,1,2,3
CFT2_YEAST,2,1,2
SWT1_YEAST,1,1,2
APC9_YEAST,6,0,2
HOSM_YEAST,1,2,2
GET4_YEAST,3,0,3
USV1_YEAST,3,2,1
SPC3_YEAST,2,0,3
NSL1_YEAST,4,0,5
YP150_YEAST,1,5,1
SSF2_YEAST,2,1,2
AIM7_YEAST,2,2,4
PSH1_YEAST,2,3,2
NBP2_YEAST,2,1,2
ATPD_YEAST,1,1,4
MDM32_YEAST,3,0,2
YRR1_YEAST,3,4,2
MSH5_YEAST,3,3,3
HAL9_YEAST,3,3,2
YD018_YEAST,4,2,5
RFM1_YEAST,6,1,1
TIP41_YEAST,3,0,3
NPC1_YEAST,2,1,3
YOR22_YEAST,4,3,3
MNL2_YEAST,3,2,3
FRE8_YEAST,2,3,3
WSC3_YEAST,4,1,3
TIR4_YEAST,1,1,5
YGK3_YEAST,2,5,1
SLP1_YEAST,1,0,4
ATPN_YEAST,3,1,4
RUD3_YEAST,2,2,3
YCT1_YEAST,1,1,5
RUP1_YEAST,2,0,2
POC4_YEAST,2,0,3
RBD2_YEAST,1,1,3
FABD_YEAST,2,1,1
SUT2_YEAST,6,3,1
CRC1_YEAST,3,2,3
MAM3_YEAST,3,0,3
TFC8_YEAST,3,1,2
PRR2_YEAST,4,5,0
PSY3_YEAST,5,0,5
PMG3_YEAST,1,1,1
HSP42_YEAST,6,2,1
PST2_YEAST,1,3,6
RNH2C_YEAST,2,0,3
LDB17_YEAST,3,1,4
IES3_YEAST,6,0,3
HRT3_YEAST,4,1,2
CSN10_YEAST,5,0,3
ATO3_YEAST,4,2,3
SFI1_YEAST,4,0,3
MMP1_YEAST,2,2,4
ORT1_YEAST,2,1,3
RTR2_YEAST,0,3,2
ICT1_YEAST,3,3,2
NAA25_YEAST,3,0,2
GST2_YEAST,1,2,2
DCN1_YEAST,1,4,1
HMS1_YEAST,2,3,2
ERP3_YEAST,5,1,6
LPX1_YEAST,1,1,1
NPC2_YEAST,2,4,2
TFC7_YEAST,3,2,2
SNU66_YEAST,3,0,3
STB3_YEAST,2,3,2
EMC6_YEAST,5,0,2
AHC1_YEAST,3,0,3
GDIR_YEAST,3,2,5
IZH2_YEAST,4,1,2
PAA1_YEAST,1,2,1
ERP4_YEAST,4,1,6
CEX1_YEAST,2,1,2
SPSY_YEAST,3,2,2
YPR1_YEAST,4,3,3
6P22_YEAST,3,3,2
RM23_YEAST,2,2,4
NKP1_YEAST,3,0,2
CMR1_YEAST,2,1,4
HUT1_YEAST,2,2,3
MHT1_YEAST,3,3,1
