Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
PYRG1_HUMAN,8,3,4
NFILZ_HUMAN,2,2,1
PO113_HUMAN,4,4,0
SPT46_HUMAN,4,0,1
PP2C2_YEAST,2,4,2
NQO1_HUMAN,37,7,6
LOH1_YEAST,2,0,2
TRDV2_HUMAN,2,0,1
CLLU1_HUMAN,0,0,1
TBC12_HUMAN,1,1,2
COX15_YEAST,1,2,2
DISC1_HUMAN,24,4,17
CH3L2_HUMAN,2,3,2
LV150_HUMAN,2,0,3
C170B_HUMAN,0,0,2
RGS2_YEAST,1,1,2
PAQR9_HUMAN,0,2,1
YJE9_YEAST,3,1,4
GLG2_YEAST,1,3,2
TO20L_HUMAN,3,1,1
AIM25_YEAST,4,1,2
MOCOS_HUMAN,3,5,1
COX3_HUMAN,3,1,4
TB10C_HUMAN,7,1,5
YD521_YEAST,0,0,1
DAN4_YEAST,1,1,5
ENG2_YEAST,3,2,2
GIP2_YEAST,2,3,1
DOK5_HUMAN,5,0,2
DPOD_YEAST,10,7,3
GSTCD_HUMAN,0,0,2
NBPFA_HUMAN,0,1,1
TRH_HUMAN,9,1,2
PGK_YEAST,3,3,4
BORG4_HUMAN,5,2,9
AOAH_HUMAN,3,2,2
FMP46_YEAST,1,1,1
JPH2_HUMAN,5,10,7
NU145_YEAST,13,4,6
SPP2B_HUMAN,5,2,11
PCH2_YEAST,3,2,3
FMP52_YEAST,1,0,4
TLE6_HUMAN,9,1,6
PCDGD_HUMAN,3,1,2
TSP50_HUMAN,1,2,2
ZN573_HUMAN,1,3,1
NNK1_YEAST,3,7,2
KCNA5_HUMAN,25,10,11
CA131_HUMAN,1,1,3
PXL2B_HUMAN,1,2,6
CP4FB_HUMAN,9,8,1
GSDMC_HUMAN,3,3,3
NECP2_HUMAN,3,0,3
DAOA_HUMAN,3,0,4
SCOT1_HUMAN,3,1,2
NUB1_HUMAN,6,0,3
ZN578_HUMAN,1,3,1
O51I1_HUMAN,1,2,2
B3GA3_HUMAN,8,4,5
KS6A3_HUMAN,13,9,5
IAH1_YEAST,2,1,0
TEP1_HUMAN,1,6,5
SNO3_YEAST,3,2,2
LUZP2_HUMAN,0,0,1
UXS1_HUMAN,2,4,4
KPCT_HUMAN,22,6,5
MUC13_HUMAN,1,1,5
RNF38_HUMAN,2,2,3
MYOD1_HUMAN,28,15,6
GRP_HUMAN,16,2,5
YC045_YEAST,0,0,0
MERTK_HUMAN,20,2,5
GCR1_YEAST,6,3,3
KCD18_HUMAN,1,0,0
NOC2L_HUMAN,7,6,7
DLGP5_HUMAN,8,1,5
DRD4_HUMAN,23,12,6
OX26_HUMAN,5,2,1
K1328_HUMAN,0,0,0
SIM39_HUMAN,0,0,1
YHX3_YEAST,0,0,1
YO268_YEAST,0,0,1
YM09_YEAST,0,0,0
RM54_HUMAN,1,2,3
TJB14_HUMAN,1,0,1
YBG2_YEAST,0,0,1
O13H1_HUMAN,1,2,1
CBL_HUMAN,27,9,9
MAF1_HUMAN,2,4,4
H2B1_YEAST,4,3,3
SIML1_HUMAN,0,0,1
MANEL_HUMAN,0,1,2
P2R3C_HUMAN,9,1,4
ZN630_HUMAN,1,3,1
TBL3_HUMAN,3,2,4
ASB2_HUMAN,13,1,4
DOK7_HUMAN,2,2,4
K2C78_HUMAN,2,1,4
TX264_HUMAN,2,1,8
NAT14_HUMAN,2,2,2
AN34C_HUMAN,0,0,1
FRK_HUMAN,5,4,9
BTBD7_HUMAN,2,0,1
RT09_HUMAN,1,2,4
OR4M1_HUMAN,0,2,1
LYS9_YEAST,1,2,2
DTX2_HUMAN,2,2,3
FBX40_HUMAN,1,2,2
BET1L_HUMAN,3,1,6
ALKL1_HUMAN,4,4,3
LGI1_HUMAN,6,1,9
CI043_HUMAN,0,0,0
SDCG8_HUMAN,7,0,7
MYD88_HUMAN,62,9,9
UD2A3_HUMAN,2,1,1
GNPAT_HUMAN,13,2,6
FUB1_YEAST,1,1,0
RN125_HUMAN,6,4,3
S2532_HUMAN,4,2,2
MELK_HUMAN,8,7,4
YB298_YEAST,0,0,0
UBL3_HUMAN,0,0,2
RSC2_YEAST,11,1,1
NIT2_HUMAN,3,2,7
KCRB_HUMAN,4,3,5
CFAH_HUMAN,6,4,6
P2R3B_HUMAN,2,2,4
GT252_HUMAN,1,1,1
S39AB_HUMAN,2,2,5
PK1L1_HUMAN,4,1,5
ABLM2_HUMAN,2,2,2
TCAL4_HUMAN,0,0,1
SPT17_HUMAN,3,1,2
PI4KA_HUMAN,7,4,7
ZFAN4_HUMAN,0,1,0
NAB2_HUMAN,6,3,2
ZZEF1_HUMAN,0,5,0
SO5A1_HUMAN,1,1,3
TVB77_HUMAN,2,0,2
BGH3_HUMAN,7,6,8
EXG1_YEAST,3,1,4
SPXN2_HUMAN,0,0,0
DIAP1_HUMAN,10,5,10
AF1L1_HUMAN,0,1,5
SCEL_HUMAN,5,1,4
NPTX1_HUMAN,9,1,4
CASP1_HUMAN,25,8,12
RGS12_HUMAN,3,3,10
SACA9_HUMAN,2,2,8
ILM1_YEAST,1,0,2
SIA8C_HUMAN,7,3,1
HEM2_HUMAN,32,5,6
PSN1_HUMAN,87,9,37
GUSP1_HUMAN,2,0,0
PJVK_HUMAN,7,0,6
MIXL1_HUMAN,12,7,2
EF2KT_HUMAN,1,2,3
TMC6_HUMAN,2,1,10
CPED1_HUMAN,0,0,1
K1958_HUMAN,0,0,0
PPAC_YEAST,0,1,2
TM14E_HUMAN,1,0,1
OR1L4_HUMAN,1,2,1
TDRP_HUMAN,1,0,5
NET4_HUMAN,8,1,3
UBD_HUMAN,11,1,6
DEN4B_HUMAN,1,1,4
FTO_HUMAN,11,6,7
STL1_YEAST,2,2,4
PHF5A_HUMAN,4,3,10
UBE2S_HUMAN,14,4,4
TEX15_HUMAN,9,0,2
IF4A1_HUMAN,3,10,8
NTH_HUMAN,3,10,3
IF2G_HUMAN,3,6,4
CCD38_HUMAN,3,1,5
ENAH_HUMAN,4,4,9
GATA3_HUMAN,99,16,3
TGM4_HUMAN,1,2,4
TTC6_HUMAN,0,0,0
FUN30_YEAST,8,8,5
ATS2_HUMAN,7,3,3
ZN462_HUMAN,2,2,2
ELOV4_HUMAN,8,2,2
CP4Z1_HUMAN,2,5,1
FBX16_HUMAN,0,0,0
YO389_YEAST,0,0,1
OAT_YEAST,4,3,3
RNZ1_HUMAN,2,3,3
TRUB1_HUMAN,4,3,3
RASA1_HUMAN,13,6,4
ZCH12_HUMAN,0,2,1
PRDX5_HUMAN,13,8,12
LTOR5_HUMAN,15,0,7
O56A1_HUMAN,0,2,1
RAB7L_HUMAN,18,6,17
RASL1_HUMAN,6,3,1
TRM1_YEAST,2,3,4
ITIH4_HUMAN,4,2,6
TRI38_HUMAN,15,5,3
CO032_HUMAN,0,0,0
SERB1_HUMAN,4,7,6
PSF1_HUMAN,3,0,5
EMA19_YEAST,1,0,2
SRTD3_HUMAN,3,0,1
YL361_YEAST,0,0,0
COXM2_YEAST,1,1,5
KCNG2_HUMAN,4,2,4
YG2G_YEAST,0,0,0
STB5_YEAST,4,4,1
POP5_HUMAN,2,2,5
ZN135_HUMAN,3,3,1
CD79A_HUMAN,5,2,6
IPSP_HUMAN,5,7,19
BCL6B_HUMAN,3,4,1
AQR1_YEAST,3,4,4
RSC8_YEAST,6,3,4
TMM78_HUMAN,0,0,1
CC112_HUMAN,0,0,2
CCPR_YEAST,3,4,3
PININ_HUMAN,2,3,8
ERCC5_HUMAN,7,11,5
GDPD1_HUMAN,2,3,4
ICAM4_HUMAN,2,1,3
YC097_YEAST,0,0,1
DX39B_HUMAN,6,10,8
SYS1_HUMAN,3,0,4
XDJ1_YEAST,3,5,4
CGT_HUMAN,9,2,2
HXC13_HUMAN,7,8,2
OSTCN_HUMAN,36,5,8
BCAR3_HUMAN,10,3,3
PGCA_HUMAN,6,4,7
TUFT1_HUMAN,3,2,2
MB3LB_HUMAN,2,1,1
GPCP1_HUMAN,2,2,1
AAR2_HUMAN,1,0,2
LRFN2_HUMAN,2,0,5
GLRX3_YEAST,3,5,4
CSMD3_HUMAN,1,0,1
HDAC2_HUMAN,52,13,10
MAGA2_HUMAN,7,3,2
YHK8_YEAST,3,2,2
ASB18_HUMAN,2,0,1
TOP3A_HUMAN,8,4,6
ZMYM3_HUMAN,2,2,2
GP151_HUMAN,5,3,4
VP9D1_HUMAN,2,4,2
BAG3_HUMAN,18,6,9
SPDYA_HUMAN,11,2,5
IKBD_HUMAN,4,0,1
PXA2_YEAST,8,5,3
NAGS_YEAST,2,1,2
TAF6L_HUMAN,8,4,7
SWAHC_HUMAN,0,0,0
ALY2_YEAST,5,2,4
CLD16_HUMAN,8,5,3
LIRA4_HUMAN,8,3,2
ZN865_HUMAN,1,3,1
AATM_YEAST,6,2,2
HACL2_HUMAN,3,5,3
TET3_HUMAN,6,4,5
TF2H2_HUMAN,6,2,7
ACBD6_HUMAN,0,2,3
GSF2_YEAST,2,1,4
NVL_HUMAN,7,4,5
MTFR1_HUMAN,3,0,3
CKLF8_HUMAN,2,2,4
5NT3A_HUMAN,3,5,6
ANR37_HUMAN,0,0,5
ITA1_HUMAN,13,5,11
SPTSB_HUMAN,4,1,2
S2533_HUMAN,14,1,3
PYR1_YEAST,6,8,4
STX10_HUMAN,6,3,9
DHRS9_HUMAN,6,6,2
SLAF8_HUMAN,12,2,2
SPRY7_HUMAN,0,0,0
CEBPG_HUMAN,15,8,4
AIFM3_HUMAN,1,3,5
NPVF_HUMAN,2,2,1
GLRX1_HUMAN,2,2,3
HS3SA_HUMAN,3,3,2
SFGH_YEAST,1,3,1
O10J3_HUMAN,1,3,2
CCD86_HUMAN,0,1,4
CLCC1_HUMAN,1,1,6
N62CL_HUMAN,1,1,1
ZNF12_HUMAN,2,4,3
SPGOS_HUMAN,0,0,0
ARMX1_HUMAN,1,0,2
Z705A_HUMAN,1,3,2
SEC62_HUMAN,3,1,4
LORI_HUMAN,3,2,4
RIFK_YEAST,4,3,4
TRIP4_HUMAN,7,8,10
SMR3A_HUMAN,1,1,1
GL8D2_HUMAN,0,1,2
ZN552_HUMAN,1,3,1
ZN157_HUMAN,1,3,1
PHAR1_HUMAN,7,2,3
GLPK2_HUMAN,8,2,5
YC01B_YEAST,4,0,0
YET3_YEAST,3,0,2
YL286_YEAST,0,0,0
CNTF_HUMAN,14,5,4
EDNRB_HUMAN,51,3,2
JJJ1_YEAST,5,2,4
TOM20_YEAST,3,1,3
PRDM6_HUMAN,5,3,1
GRD2I_HUMAN,3,0,4
MYCBP_HUMAN,2,1,4
SIA1_YEAST,1,1,0
C2CD3_HUMAN,13,0,5
YP20A_YEAST,0,0,1
YP14A_YEAST,1,1,1
CCPG1_HUMAN,3,0,1
PDI_YEAST,3,3,3
QCR1_HUMAN,6,4,4
RB11B_HUMAN,13,6,9
MCH1_YEAST,0,1,1
STX4_HUMAN,26,3,27
RMD9_YEAST,7,2,2
SVBP_HUMAN,6,2,4
HYOU1_HUMAN,6,5,9
IFM5_HUMAN,4,0,3
HEMK1_HUMAN,1,4,1
TB15C_HUMAN,1,1,2
YHB7_YEAST,1,0,4
ATG29_YEAST,10,1,6
YD021_HUMAN,0,0,0
TZAP_HUMAN,3,6,2
DUN1_YEAST,5,5,1
DOCK9_HUMAN,2,2,3
IES6_YEAST,3,0,2
CALD1_HUMAN,3,5,7
S12A1_HUMAN,9,1,4
NCOA6_HUMAN,8,7,7
EGFL7_HUMAN,6,2,3
HAND2_HUMAN,44,9,4
ALKB3_HUMAN,3,5,4
WDFY2_HUMAN,2,1,3
PCDAA_HUMAN,6,1,3
SPI2_HUMAN,1,1,2
TRI48_HUMAN,3,2,2
ENTP5_HUMAN,5,6,4
YH52B_YEAST,0,0,0
ERD1_YEAST,4,0,2
AGAP5_HUMAN,0,3,0
FBX31_HUMAN,5,1,3
AP2A1_HUMAN,10,4,16
HUA2_YEAST,0,0,1
CLIC3_HUMAN,3,2,8
WDR24_HUMAN,9,2,5
SKI2_YEAST,6,5,2
YD442_YEAST,0,0,1
GBRT_HUMAN,2,5,8
EUG1_YEAST,2,4,2
PUS2_YEAST,2,3,2
CX001_HUMAN,0,0,1
RPAC1_YEAST,10,4,4
CH014_HUMAN,0,0,0
MPC1_YEAST,1,1,3
TVA10_HUMAN,2,0,1
PRP16_YEAST,5,5,2
OBF1_HUMAN,5,4,1
TBB6_HUMAN,2,4,7
BIOA_YEAST,1,3,1
O4C45_HUMAN,0,2,1
ARGL1_HUMAN,1,3,4
CD2B2_HUMAN,1,1,7
NRIP3_HUMAN,1,1,0
SC65_HUMAN,5,0,6
TIM21_YEAST,2,0,3
FRDS_YEAST,1,2,3
DNPH1_HUMAN,5,3,4
TNNI1_HUMAN,5,1,2
MYO1A_HUMAN,6,4,12
GLCM1_HUMAN,0,0,1
NELFE_HUMAN,5,3,6
UGO1_YEAST,3,0,2
PPP5_HUMAN,11,12,7
CC149_HUMAN,0,0,0
APOL3_HUMAN,3,2,3
PRD11_HUMAN,8,2,2
NAA15_HUMAN,6,2,8
TM186_HUMAN,1,0,2
PSD10_HUMAN,15,5,9
PPR26_HUMAN,1,1,1
TBA3C_HUMAN,2,4,4
REEP2_HUMAN,5,2,5
RSBNL_HUMAN,0,2,1
CORO6_HUMAN,2,1,0
SEH1_YEAST,6,1,6
RSSA1_YEAST,5,1,4
SIKE1_HUMAN,1,3,2
RRT14_YEAST,0,0,1
1433E_HUMAN,26,19,9
MPP3_HUMAN,0,1,4
FA87A_HUMAN,0,0,1
S2545_HUMAN,0,1,2
YO024_YEAST,0,0,0
KDM6A_HUMAN,2,5,4
ATF4_HUMAN,45,17,16
GRIP2_HUMAN,5,1,8
MARK1_HUMAN,13,10,7
YK106_YEAST,0,0,0
SNU23_YEAST,1,1,3
EMP2_HUMAN,29,3,12
DSE2_YEAST,3,1,5
PAQR5_HUMAN,1,2,1
PCH2_HUMAN,12,4,3
PLCH1_HUMAN,4,3,3
VOA1_YEAST,5,1,6
BUD19_YEAST,1,0,0
OR9A2_HUMAN,0,2,1
NEK7_HUMAN,6,6,7
YM11_YEAST,1,0,2
ENTP2_HUMAN,4,4,4
NUTM1_HUMAN,0,0,2
KPR4_YEAST,4,4,2
CI153_HUMAN,0,0,0
U17L2_HUMAN,18,1,3
PTTG3_HUMAN,2,1,2
NDK_YEAST,7,3,3
XRCC1_HUMAN,15,5,7
ATG45_YEAST,3,2,2
GDF7_HUMAN,18,3,1
ARA1_YEAST,2,5,1
ATS7_HUMAN,10,3,4
LRC73_HUMAN,0,0,0
FLT3L_HUMAN,3,3,6
ACL4_YEAST,4,3,3
ENR1_HUMAN,0,0,0
ZN207_HUMAN,9,5,8
EX3L4_HUMAN,2,1,1
ITSN1_HUMAN,7,4,10
TPC2B_HUMAN,5,2,11
C1QR1_HUMAN,4,4,6
YM13B_YEAST,5,8,2
SDK1_HUMAN,5,1,2
TM59L_HUMAN,1,0,2
KMT2D_HUMAN,10,7,3
HCAR1_HUMAN,2,1,1
GP1BA_HUMAN,12,1,8
PLK5_HUMAN,8,2,2
NET3_HUMAN,2,3,2
RAF1_HUMAN,35,9,8
PURG_HUMAN,1,4,2
LMA2L_HUMAN,3,2,6
NUF2_YEAST,6,1,7
GULP1_HUMAN,3,0,1
CK087_HUMAN,0,0,1
YD387_YEAST,2,2,2
UD14_HUMAN,6,5,2
GET3_YEAST,9,7,5
PGRC1_HUMAN,3,5,12
T2R40_HUMAN,1,2,2
BOC_HUMAN,4,0,3
CNTN5_HUMAN,5,1,6
PA21B_HUMAN,29,6,3
SNX12_HUMAN,9,3,3
MOGT1_HUMAN,3,2,1
GID4_HUMAN,1,1,2
YL108_YEAST,0,0,1
SDHF2_HUMAN,7,0,4
CLC2B_HUMAN,1,3,3
6PGD1_YEAST,3,2,3
ZN546_HUMAN,1,3,1
NPY5R_HUMAN,14,4,4
GPR31_HUMAN,7,3,1
PHF1_HUMAN,2,7,5
EFNA5_HUMAN,20,6,6
SCAI_HUMAN,3,1,4
RTRAF_HUMAN,4,3,8
SRL2_YEAST,1,0,2
UPK3B_HUMAN,1,0,2
MDM36_YEAST,4,0,2
ATS10_HUMAN,2,2,4
GNAQ_HUMAN,17,8,9
IGHG2_HUMAN,4,2,7
PTH1R_HUMAN,18,4,6
C1QRF_HUMAN,5,1,6
H2B2E_HUMAN,5,3,6
MINT_HUMAN,7,5,4
ZN114_HUMAN,1,4,2
MPD1_YEAST,2,3,3
PIP2_YEAST,7,4,3
I17RE_HUMAN,1,1,3
RL7A_HUMAN,3,3,10
ASB5_HUMAN,3,0,1
YBOX2_HUMAN,6,3,2
HPS3_HUMAN,3,0,4
RPIA_HUMAN,3,3,3
NMDE2_HUMAN,19,8,13
UBP14_YEAST,3,2,3
RHD_HUMAN,2,1,1
ZN701_HUMAN,1,3,1
TAC2N_HUMAN,0,0,1
WWTR1_HUMAN,25,4,8
CSN9_HUMAN,4,0,5
SEC24_YEAST,5,3,6
ATG2B_HUMAN,5,3,5
BC11B_HUMAN,22,5,3
TOR2X_HUMAN,0,3,1
IFNL2_HUMAN,7,2,2
CCNK_HUMAN,9,4,5
PP13_HUMAN,2,2,4
IMH1_YEAST,3,0,3
LHPL6_HUMAN,0,0,1
DYH2_HUMAN,3,6,8
ZN230_HUMAN,0,3,1
SIM28_HUMAN,0,0,1
NSF1C_HUMAN,9,2,7
RL12B_YEAST,3,2,2
ETAA1_HUMAN,6,1,3
KRA42_HUMAN,0,1,2
ACM4_HUMAN,7,2,4
AGA1_YEAST,1,1,4
SNO1_YEAST,7,2,3
EGFL8_HUMAN,0,2,2
VP37B_HUMAN,10,1,8
ATX1_HUMAN,9,4,7
NOE2_HUMAN,4,0,7
TPRG1_HUMAN,0,0,1
OR4N2_HUMAN,0,2,1
CTR3_HUMAN,6,4,1
PPM1L_HUMAN,4,3,2
SYFA_HUMAN,2,5,4
TSPY9_HUMAN,4,2,3
FAN_HUMAN,7,1,2
CU067_HUMAN,0,0,1
DNSL2_HUMAN,4,4,3
AR13B_HUMAN,10,2,6
ZN568_HUMAN,5,4,1
CC136_HUMAN,3,0,1
THP1_YEAST,9,2,3
SCRT1_HUMAN,3,8,1
CT47C_HUMAN,0,0,0
GGA1_HUMAN,9,3,10
RND1_HUMAN,7,4,5
NSDHL_HUMAN,5,7,3
GEP4_YEAST,1,1,3
PUP1_YEAST,0,0,2
SRR1L_YEAST,1,0,3
O12D1_HUMAN,1,3,2
SMCA5_HUMAN,20,8,15
RGPD1_HUMAN,1,0,2
PCBP4_HUMAN,3,4,4
S35B4_HUMAN,3,2,4
FBP12_HUMAN,1,1,2
FONG_HUMAN,0,2,1
ZN580_HUMAN,9,5,3
HXD10_HUMAN,14,5,6
KDX1_YEAST,5,6,3
HIS2_YEAST,1,6,1
HES2_HUMAN,3,5,2
YF002_HUMAN,0,0,1
RRG7_YEAST,0,0,1
CH087_HUMAN,0,0,0
CEP97_HUMAN,3,1,4
INO1_YEAST,2,1,1
GNT1_YEAST,1,2,3
CLTR1_HUMAN,13,3,2
TJA3_HUMAN,1,0,1
SNC1_YEAST,13,4,12
RTL9_HUMAN,0,0,0
GPD1L_HUMAN,9,5,3
NPL4_YEAST,16,3,11
NDI1_YEAST,3,4,3
VPK21_HUMAN,2,2,0
BIN1_HUMAN,22,12,25
HSF1_HUMAN,44,21,15
ZBT45_HUMAN,4,4,1
ATP68_HUMAN,1,0,3
TMM11_HUMAN,2,0,3
FBX33_HUMAN,2,0,0
PLB1_HUMAN,9,5,3
LTE1_YEAST,5,1,3
S2547_HUMAN,0,3,3
CR1L_HUMAN,4,0,4
TBCA_HUMAN,3,4,4
STT4_YEAST,10,2,3
WFD11_HUMAN,2,1,1
YL032_YEAST,0,1,1
GNA14_HUMAN,4,5,4
GPR17_HUMAN,5,3,1
CPEB4_HUMAN,7,6,10
TCM62_YEAST,7,4,3
USO1_YEAST,6,0,6
MRE11_HUMAN,29,9,11
SWI4_YEAST,4,3,4
IQCM_HUMAN,0,0,0
FOXL3_HUMAN,3,2,1
AQP3_HUMAN,13,4,6
HV551_HUMAN,1,1,3
RAB5A_HUMAN,15,4,29
TLC3A_HUMAN,1,0,2
BIVM_HUMAN,0,0,3
KAPCG_HUMAN,6,6,5
HRD3_YEAST,4,0,6
RS3A2_YEAST,2,1,3
HSBP1_HUMAN,4,2,4
SSR4_HUMAN,10,2,2
ULBP5_HUMAN,6,1,6
ASB3_HUMAN,4,0,2
GSTM4_HUMAN,4,5,3
DIAP2_HUMAN,3,3,6
NCOR1_HUMAN,10,6,8
ME15P_HUMAN,1,1,0
KIF3C_HUMAN,1,5,5
AGRG6_HUMAN,9,5,5
GOGA2_HUMAN,16,6,10
SCRG1_HUMAN,1,0,3
YD179_YEAST,1,1,1
GKN2_HUMAN,2,0,2
PATE4_HUMAN,1,1,2
I10R2_HUMAN,10,3,3
HYDIN_HUMAN,5,0,3
ACL10_HUMAN,0,0,0
EI2BB_HUMAN,11,4,3
NALF2_HUMAN,1,0,1
SYCE1_HUMAN,2,0,3
MPC2_YEAST,1,1,3
AN36A_HUMAN,0,0,0
TYW1_HUMAN,1,4,0
YP130_YEAST,0,0,1
CCS1_YEAST,3,2,8
RNAS8_HUMAN,5,3,1
NLRP1_HUMAN,18,12,7
PAPAS_HUMAN,0,0,1
NOC2_YEAST,1,1,7
NUP50_HUMAN,3,0,4
PQBP1_HUMAN,11,4,7
SWI6_YEAST,5,2,4
ZN765_HUMAN,1,3,1
DTWD1_HUMAN,1,1,1
SKG6_YEAST,1,0,5
TNR27_HUMAN,6,3,2
MACF1_HUMAN,11,7,8
SOCS1_HUMAN,16,5,6
ATO2_YEAST,3,2,3
PO3F4_HUMAN,5,4,2
CYAA_YEAST,4,3,5
RORB_HUMAN,15,8,3
MUTYH_HUMAN,5,8,3
YM12B_YEAST,5,8,2
APQ12_YEAST,3,0,5
FBX10_HUMAN,4,1,3
CAPZA_YEAST,2,1,10
KAT2B_HUMAN,37,16,12
MHO1_YEAST,0,0,2
SPO22_YEAST,7,0,3
NUCKS_HUMAN,17,6,5
TM208_HUMAN,2,0,2
3HAO_YEAST,5,2,2
TRDC_HUMAN,3,0,2
RERG_HUMAN,4,5,5
F90AC_HUMAN,0,0,0
YGH4_YEAST,0,0,1
CAR17_HUMAN,4,3,2
CHMP5_HUMAN,27,1,13
ZN671_HUMAN,1,3,1
PABP_YEAST,4,7,7
MET4_YEAST,8,4,3
ZMAT2_HUMAN,1,2,4
TRM5_HUMAN,2,2,4
FAKD5_HUMAN,3,2,4
OCA4_YEAST,0,1,1
LPX1_YEAST,1,1,1
KCNH5_HUMAN,4,5,3
IPYR_HUMAN,1,2,3
C560_HUMAN,4,3,4
DDX1_HUMAN,12,12,10
YI029_HUMAN,0,0,0
CATO_HUMAN,2,1,2
ORAI2_HUMAN,1,1,3
OXR1_HUMAN,7,1,3
NDUS1_HUMAN,5,5,5
PEPL_HUMAN,4,3,8
GL8D1_HUMAN,0,1,2
HFM1_YEAST,5,5,1
PCDG6_HUMAN,3,1,1
YGG9_YEAST,0,0,0
TRM6_YEAST,1,1,2
PRAME_HUMAN,9,2,7
RN151_HUMAN,3,2,2
TERA_HUMAN,49,17,23
TTC13_HUMAN,0,0,0
RAVR1_HUMAN,0,1,2
VGLU3_HUMAN,14,5,12
SGMR2_HUMAN,6,2,6
GLO3_YEAST,4,2,3
GPC5B_HUMAN,7,5,11
VGFR1_HUMAN,20,5,6
H2A1A_HUMAN,1,3,5
RRP7_YEAST,5,1,6
AKA7G_HUMAN,2,4,4
GFRAL_HUMAN,10,4,6
ENPP7_HUMAN,10,3,4
MIB2_HUMAN,4,4,4
LCL1_YEAST,0,0,2
LYPD4_HUMAN,0,0,4
MNS1_YEAST,3,2,3
YD034_YEAST,0,0,0
MUC17_HUMAN,1,2,6
RBY1B_HUMAN,5,1,4
ADDB_HUMAN,9,9,7
SCP2D_HUMAN,0,0,1
NHEJ1_HUMAN,8,2,7
ZN321_HUMAN,0,0,0
DJC14_HUMAN,1,1,2
LYRM7_HUMAN,2,1,3
PCD20_HUMAN,2,2,1
BSSP4_HUMAN,2,2,1
RIR2_HUMAN,6,3,3
UBQLN_HUMAN,1,1,1
TR1L1_HUMAN,2,0,1
C42S1_HUMAN,4,2,4
RENR_HUMAN,16,1,20
ZNRF3_HUMAN,9,4,1
SMA1_YEAST,1,0,1
S2611_HUMAN,3,5,10
LCE3A_HUMAN,4,0,0
RL3R2_HUMAN,2,1,1
YL014_HUMAN,0,0,0
NDUA2_HUMAN,5,1,4
RS18A_YEAST,3,2,5
PADC1_HUMAN,0,0,1
YO020_YEAST,2,0,4
THNS1_HUMAN,0,0,2
ATG18_YEAST,14,4,12
SMIP3_HUMAN,0,0,0
RELD1_HUMAN,0,0,1
PUM3_HUMAN,2,3,4
EFL1_HUMAN,2,4,2
SH3G2_HUMAN,9,2,10
HRH4_HUMAN,6,3,3
RAD23_YEAST,4,6,6
PP4R4_HUMAN,1,1,3
RIFK_HUMAN,8,3,3
CAMP_HUMAN,18,1,7
PAP1L_HUMAN,0,3,5
TM138_HUMAN,1,0,2
F106A_HUMAN,0,0,0
PEX2_HUMAN,13,3,4
MKRN2_HUMAN,10,3,2
NOP19_YEAST,5,0,5
SM34A_HUMAN,0,0,1
CBF5_YEAST,8,4,5
NXPE3_HUMAN,0,0,1
NTF4_HUMAN,15,2,5
GSH1_YEAST,3,2,1
SETD4_HUMAN,8,7,2
PLEK_HUMAN,24,3,6
OST4_YEAST,1,1,3
PSH1_YEAST,2,3,2
ZN419_HUMAN,1,3,1
PLPL5_HUMAN,2,1,4
GDIR3_HUMAN,4,2,4
CB052_HUMAN,0,0,0
USE1_YEAST,3,1,4
GPC6_HUMAN,3,1,10
FBX5_HUMAN,21,5,6
RIPR1_HUMAN,10,1,6
YO139_YEAST,0,0,0
MDFI_HUMAN,7,2,2
COX7S_HUMAN,3,0,3
DISP1_HUMAN,9,1,2
ERG4_YEAST,1,2,2
P2RY4_HUMAN,8,3,5
ORC2_YEAST,4,2,6
T2R41_HUMAN,1,1,2
RHBT3_HUMAN,4,5,4
T132E_HUMAN,1,0,2
ZN565_HUMAN,1,3,1
KRA81_HUMAN,0,0,2
TIP1_YEAST,1,2,5
OR7AA_HUMAN,1,2,1
KI3L3_HUMAN,1,0,1
TSSP_HUMAN,2,3,2
PDZD4_HUMAN,0,0,1
PEX13_HUMAN,9,1,5
PP4RL_HUMAN,0,0,0
MSN1_YEAST,8,3,2
CAV3_HUMAN,61,9,14
MCES_YEAST,1,2,2
AAK1_HUMAN,7,6,8
VPS35_YEAST,5,0,7
YTP1_YEAST,0,0,1
E2AK2_HUMAN,24,12,7
S22AK_HUMAN,1,1,1
ADEC1_HUMAN,3,2,2
O2AJ1_HUMAN,1,2,1
GALR3_HUMAN,9,2,5
PUS9_YEAST,2,3,3
MAGB4_HUMAN,1,0,2
CC85C_HUMAN,1,0,3
GPI12_YEAST,1,1,3
LGUL_HUMAN,6,2,5
NPL4_HUMAN,7,7,7
GLPE_HUMAN,0,0,1
RBM33_HUMAN,3,4,2
BACE2_HUMAN,8,1,7
ATG36_YEAST,2,0,1
RAC3_HUMAN,24,5,17
TMCO6_HUMAN,1,1,1
ASH1L_HUMAN,16,10,5
S10A6_HUMAN,3,7,11
CTXN1_HUMAN,0,0,1
ANGT_HUMAN,46,5,5
TIM10_YEAST,1,3,5
METL9_HUMAN,1,1,2
YO015_YEAST,0,0,1
2A5E_HUMAN,1,2,4
SNF12_YEAST,4,1,4
ZN786_HUMAN,1,3,1
SA190_YEAST,4,2,3
YH41A_YEAST,1,0,0
ADCK2_HUMAN,2,2,2
ITT1_YEAST,6,3,2
BBS1_HUMAN,27,4,7
